miRNA,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hsa-mir-6730_mature,6.9511795525382505,5.216992481776211,1.197973307626424,4.354848683659551,1.3315886753842844e-5,1.1564756441008716e-4
hsa-mir-212_mature,10.069324827933158,5.752102995711421,1.3363599392635344,4.304306666721389,1.6750949896792436e-5,1.4351489506170818e-4
hsa-mir-196a-1_mature,71.66920266966208,3.442251231545258,0.8058300162943959,4.271684054876024,1.940023097124611e-5,1.6399661914360045e-4
hsa-mir-1180_mature,326.7297774481455,-4.905060787897131,1.1742971544137444,-4.177018371764626,2.953551785073204e-5,2.463883989126857e-4
hsa-mir-101-1_mature,7554.358315685259,1.1042526163366546,0.2651344469759079,4.1648779663737745,3.115191466541245e-5,2.5649758308924015e-4
hsa-mir-30c-2_mature,413.19465492633634,-10.464449520465728,2.5202936735240016,-4.152075462632022,3.2947357429802154e-5,2.678028796217252e-4
hsa-mir-30c-1_mature,301.45182527457,-5.533547357543175,1.334691883242986,-4.145936172248207,3.384280994592116e-5,2.7159925956600023e-4
hsa-mir-454_mature,237.61385685840835,2.6659448345144545,0.6533869833090482,4.0801927534780384,4.499837131861292e-5,3.5661209270000736e-4
hsa-mir-3065_mature,10.258930751061959,5.779032237906293,1.4297233623549568,4.0420632340982445,5.298293925476147e-5,4.1470596898171325e-4
hsa-mir-6868_mature,5.918736097986609,4.985606596351558,1.2464789000200869,3.9997520987087833,6.340886994615124e-5,4.902588237299985e-4
hsa-mir-5696_unannotated,8.414192448594516,5.4885853463425995,1.3883795989579948,3.9532310547215523,7.710291786766543e-5,5.88954818410842e-4
hsa-mir-3691_mature,71.02977715463804,-3.1886527868396044,0.8168413279128485,-3.903637925601889,9.47575087333329e-5,7.067795357286243e-4
hsa-mir-3942_mature,6.856593636474464,4.677250518854558,1.1981054027587978,3.903872320485797,9.466573563944883e-5,7.067795357286243e-4
hsa-mir-30b_mature,204.65532482605457,-5.210348805826863,1.3429196887860053,-3.879866271479719,1.045139102158928e-4,7.704862683357679e-4
hsa-mir-4498_mature,6.951211166334376,5.21317739923897,1.3514530827668163,3.8574608809697515,1.1457100848944765e-4,8.349197630150554e-4
hsa-mir-451a_mature,136.54108023266414,-1.9053727925078014,0.4978932067584345,-3.826870434551322,1.2978278231861654e-4,9.35025954431851e-4
hsa-mir-5010_mature,86.44396386255717,-2.6658178400879327,0.6994285058743099,-3.8114229227125476,1.3816913974564106e-4,9.84261062907151e-4
hsa-mir-455_mature,1170.9637850252007,3.0425723634053217,0.800550789406862,3.8005987923134787,1.443468541965979e-4,0.0010168433951182564
hsa-mir-4655_mature,5.108620221419635,4.77077069022497,1.2580829493514483,3.792095499493368,1.4938144366155178e-4,0.0010407454426530091
hsa-mir-3121_mature,4.694023603667233,4.649007275750077,1.243922057669622,3.7373782763042094,1.85949061428876e-4,0.0012676527413538429
hsa-mir-664b_mature,5.222854834254594,4.803336208687384,1.2849633727072762,3.7381113817799205,1.8540780908990112e-4,0.0012676527413538429
hsa-mir-6764_mature,6.751662891419465,5.174080268164705,1.3882769888511575,3.726979781208084,1.9378799748419508e-4,0.0013070381957976562
hsa-mir-5089_mature,5.873994437473238,4.97337224749706,1.3396310877117041,3.7124939045661773,2.0522700488032378e-4,0.001369620222043424
hsa-mir-885_mature,590.237317458788,-4.112085464591508,1.1313463153348184,-3.6346832166722964,2.7832240818254805e-4,0.0018380875707055778
hsa-mir-34a_mature,197.19837543554016,-2.4313778137526625,0.6729702004894236,-3.6129056115477645,3.027849446435529e-4,0.001979027370144459
hsa-mir-195_mature,6.225639411529843,5.0538047614999675,1.40793685454392,3.5895109536976157,3.3129891048551283e-4,0.002135415713646046
hsa-mir-4659a_mature,9.10100832385277,5.604572938259155,1.5626020290899643,3.586692474425605,3.348988907944994e-4,0.002135415713646046
hsa-mir-548o-2_mature,49.385313018833685,2.325975690883267,0.6487710218855597,3.5852028102660216,3.3681635861925016e-4,0.002135415713646046
hsa-mir-652_mature,426.9552514818181,1.750918512006199,0.48997663698462063,3.57347346759547,3.5227695317995147e-4,0.002211322656594943
hsa-mir-3148_mature,5.36082666642227,4.841399237763054,1.356916527414815,3.5679418298388947,3.597963526786303e-4,0.002236381250963251
hsa-mir-4726_mature,4.71467572874621,4.649040075894909,1.3050141401036575,3.562444216524455,3.6741799658867745e-4,0.0022615826197788496
hsa-mir-200c_mature,135.20150835197907,3.669316593131252,1.0321386337438985,3.5550617651249636,3.778903077478306e-4,0.002303677453001198
hsa-mir-1249_mature,35.64009500682402,-3.2188210219438993,0.9067297934904803,-3.5499230807812796,3.853437247579885e-4,0.0023267421094910925
hsa-mir-3064_mature,7.417041069451998,5.311032716424479,1.5030191758520646,3.533576152422436,4.0997796348262464e-4,0.002452132347622491
hsa-mir-335_mature,531.5148037220762,2.585094064376787,0.7323215015126197,3.5299988584757394,4.15561459943647e-4,0.002462298743965161
hsa-mir-328_mature,744.4796576392196,-2.4322577260348317,0.6930144174355708,-3.5096783917355623,4.486489903301868e-4,0.0026337357395309112
hsa-mir-760_mature,621.0083962169358,0.9922413300425026,0.28403700312122326,3.493352341909575,4.7699669403418894e-4,0.0027744578350245488
hsa-mir-6511b-2_mature,52.60942977328713,-1.754337315104444,0.5042580821605197,-3.479046498546727,5.032012664747106e-4,0.0029002691176815134
hsa-mir-4775_mature,6.548374594942819,5.125279109522785,1.4792005633120378,3.4648980244078005,5.304325711637293e-4,0.0030176774026233833
hsa-mir-548o_mature,51.678131217428565,2.0851560167209247,0.6020280125733566,3.463553145655079,5.33091276173216e-4,0.0030176774026233833
hsa-mir-338_mature,152.90728729485858,-3.0276570379188046,0.8757469026678437,-3.4572283712285587,5.45762131342251e-4,0.003062063639566258
hsa-mir-6876_mature,10.176097745497119,5.764406027678402,1.684660010437606,3.42170289076966,6.223027535672266e-4,0.003460876717207207
hsa-mir-221_mature,1609.4918651080354,-3.9122563605401606,1.1469344589131867,-3.411054860316378,6.47120698335116e-4,0.0035368493340039962
hsa-mir-4746_mature,17.218000088102833,4.084215495021141,1.1969275097845162,3.412249665609595,6.442907393601942e-4,0.0035368493340039962
hsa-mir-2276_mature,4.754878188740281,4.6703546390722455,1.3719943695725976,3.404062540378464,6.639155063278441e-4,0.0035819793299370984
hsa-mir-548n_mature,9.87669264181197,5.204243830256806,1.529342745736645,3.4029283787200075,6.666775409031192e-4,0.0035819793299370984
hsa-mir-135b_mature,87.66400044956599,-3.079971359024393,0.9168632062858166,-3.3592485093837037,7.815475125834809e-4,0.004163874983007789
hsa-mir-1278_mature,4.459661321626194,4.574225853628459,1.3639119279931835,3.3537545641666386,7.97230431773096e-4,0.004212034114534524
hsa-mir-548l_mature,53.506355183381714,2.9801342874518166,0.9052045439082957,3.2922219707214895,9.939912519631867e-4,0.0052081855681376885
hsa-mir-3193_mature,7.641959512767926,5.349884908172971,1.6467475804122595,3.248758323260229,0.001159099107725134,0.00600790205918964
hsa-mir-4660_mature,7.706720016310187,5.361909960599121,1.65125425726856,3.247174041790864,0.0011655709042276432,0.00600790205918964
hsa-mir-671_mature,109.29608127667585,-1.788438256616396,0.5539063626468425,-3.228773628940352,0.0012432226120601972,0.006356476903598106
hsa-mir-4796_mature,3.6841351140063563,4.296511808560954,1.3775833463916054,3.11887612449373,0.0018154226860011365,0.009207823863397763
hsa-mir-6715a_mature,450.45584570475705,1.1221962983916727,0.3606526699849358,3.1115707487720696,0.0018609487605971335,0.009363821541417322
hsa-mir-4449_unannotated,4.515702246940496,4.5927753121866415,1.4796975044242018,3.1038609570229956,0.0019101307572461461,0.009535613386567375
hsa-let-7a-1_mature,153.26734738907047,-2.6867113144901023,0.8709683887386747,-3.0847403295324685,0.002037299391083299,0.010090998546459465
hsa-mir-643_mature,7.289660382626392,3.7078509316059503,1.216280705826913,3.0485157857413294,0.0022997483001120423,0.011302638932333603
hsa-mir-6852_mature,6.868025465244037,5.196663546671775,1.7087241176827346,3.041253700871951,0.002355952276656306,0.011489798026154602
hsa-mir-10394_mature,5.792916731104585,4.9514187155838565,1.6446876139408413,3.010552687096455,0.0026077270195561377,0.01262060252212665
hsa-mir-1224_mature,7.2042162246045285,5.2651551996579675,1.75870766069208,2.9937637262500147,0.0027555924580321004,0.013235194078729936
hsa-mir-3925_mature,3.9763039641712794,3.891598974564098,1.3014582819895673,2.990183418415016,0.002788099736882567,0.013290640851004117
hsa-mir-19b-2_mature,624.8289785703942,1.3903579026160244,0.46697335031900516,2.977381689268187,0.002907218258546035,0.013755047581479
hsa-mir-425_mature,544.2463320406341,0.9534065836154999,0.3264897808126238,2.920172819015952,0.003498373249531663,0.016429397334837587
hsa-mir-942_mature,93.27975274259767,-1.52246583713971,0.5278847175024906,-2.884087731015867,0.003925493764089763,0.018299728282594928
hsa-mir-4699_mature,72.53910338963638,-1.9583731753341789,0.6896544693885727,-2.8396439989295144,0.004516390570773842,0.020900668772778217
hsa-mir-29c_mature,128.40698169653209,-3.1469906571317443,1.1107331109991045,-2.8332554652134445,0.004607654638079597,0.021168500293785975
hsa-mir-203a_mature,150.75464366791516,-1.8079863159745122,0.6508721797772202,-2.777790128613805,0.005472995550073696,0.024963159559328946
hsa-mir-6740_mature,6.734576868845498,4.6555009634389215,1.6869047633354726,2.759788853896957,0.005783873029920061,0.02619268214978085
hsa-mir-4745_mature,52.48511369080188,-1.722663862817217,0.6282158310999317,-2.742152899587131,0.006103792188202125,0.02744542019375991
hsa-mir-1237_mature,19.125074982962172,-5.04041203544917,1.859630801708584,-2.7104369484621142,0.0067194622742615204,0.029443887530669538
hsa-mir-2277_mature,6.192812198957958,3.70302571757077,1.3661251793096683,2.7106049823647838,0.006716058406154483,0.029443887530669538
hsa-mir-651_mature,362.28845454244265,1.3154591078794402,0.484648171381733,2.714255795351633,0.006642485412189853,0.029443887530669538
hsa-mir-765_mature,4.7474356135426765,4.664179449564804,1.7212775592907792,2.709719547779728,0.006734012132408648,0.029443887530669538
hsa-mir-32_mature,128.3011584051263,1.6399966277984404,0.6093623446458436,2.6913324103601988,0.007116724479548415,0.030904132328997913
hsa-mir-1976_mature,3.2677464732256856,4.125695423353589,1.552133855557486,2.6580796550383514,0.007858731628016733,0.033894121443283055
hsa-mir-3175_mature,16.899382884375534,3.2052148157265012,1.207627497966184,2.6541419610968924,0.007951036856240868,0.03406052274903183
hsa-mir-3939_mature,10.191297240321811,3.191211109448053,1.2112675520454128,2.6346046371499003,0.008423533595316932,0.035842418116986144
hsa-mir-6805_mature,5.187154247034735,4.792748943868051,1.8359256961177217,2.6105353577232866,0.009040062632447745,0.0382093313931458
hsa-mir-3138_mature,45.97694404689359,2.465792884486986,0.9547508564843821,2.582655849680635,0.009804306898714546,0.04116510313764915
hsa-mir-194-2_mature,638.7209558814093,-2.183953358278125,0.8503311516099319,-2.5683562858343443,0.010218207231967546,0.04262068016491727
hsa-mir-98_mature,34.99983801395271,-2.3835038081138817,0.9326703828533396,-2.5555693114452445,0.010601424522224692,0.04393008592869579
hsa-mir-618_mature,194.0551416201668,2.9510061859476386,1.1557767291019247,2.5532666575149547,0.010671775864806953,0.04393445388498447
hsa-mir-486-2_mature,36.90859439454881,-2.183443851147191,0.8560539629011291,-2.5505913713051407,0.010754033078629766,0.04398746433452433
hsa-mir-1269a_mature,88.84020811761205,3.109177345735348,1.2294010988732351,2.529017867793478,0.011438220399534809,0.046486100854519666
hsa-mir-1277_mature,4.069672926499959,4.440548291168508,1.76084644639416,2.5218259662912734,0.01167474522866769,0.04714514952213577
hsa-mir-190a_mature,4.337141750374138,4.537590909953315,1.8025790274158007,2.517277101830293,0.011826577465119595,0.04715754787978505
hsa-mir-320e_mature,2.426170877063945,3.6909848679382224,1.465582111873278,2.5184429026774073,0.011787499333906663,0.04715754787978505
hsa-mir-3941_mature,4.134504197732196,4.466261532871301,1.7909010568633883,2.4938628048461706,0.012636137476562415,0.05007069475087857
hsa-mir-556_mature,108.82838015224758,-1.270841302945434,0.5136105608053142,-2.4743286060022247,0.013348685359597762,0.05256563054649057
hsa-mir-6751_mature,3.661185173551283,4.289622172624161,1.7369709044266166,2.4695993247164885,0.013526446192051532,0.05293683262815229
hsa-mir-1250_mature,271.263127789183,1.4354350607751318,0.5876890346120613,2.4425078166086167,0.0145856137545016,0.05604411588093342
hsa-mir-342_mature,463.5507820787184,-2.021584302361935,0.8273166205624527,-2.4435436834177913,0.014543808781078995,0.05604411588093342
hsa-mir-484_mature,16180.931806328128,0.5820981171616195,0.2381449627170902,2.4443016157899438,0.01451328750640872,0.05604411588093342
hsa-mir-550a-1_mature,20.77704681609097,-2.094506231658993,0.8594157064080139,-2.437128174458346,0.014804430768943642,0.056542223539218485
hsa-mir-26a-1_mature,4943.591535669827,3.0193493726009346,1.2423797227849036,2.430295116079967,0.015086533042345335,0.057274622448185285
hsa-mir-11401_mature,24.077438422811223,2.8345064700714695,1.171870765006782,2.4187875956228546,0.015572330228566038,0.05876700812446945
hsa-mir-93_mature,1216.919688603254,0.845589525535116,0.3505710797177894,2.412034461644177,0.01586378201207798,0.05951264967844639
hsa-mir-187_mature,3.9624507608960586,4.402876086921863,1.8477793571201049,2.3827931998244947,0.017181843420013505,0.06407816898993272
hsa-let-7f-1_mature,1660.3384055270685,1.9293849634368623,0.8183384562083625,2.357685806892605,0.018389249867325246,0.06778363032490817
hsa-mir-1266_mature,59.40411780863748,-2.1038502968674964,0.8919771170236812,-2.358637073434745,0.01834218435881775,0.06778363032490817
hsa-mir-4738_mature,3.1776015646699576,4.084936383493097,1.7538430767145718,2.329134480574682,0.01985194254304977,0.07275220562019395
hsa-mir-502_mature,5.435723230648861,4.858949278472441,2.0881745917458185,2.32688842095819,0.01997120464366239,0.07276864220736756
hsa-mir-4677_mature,4.143373869809272,4.467933954655801,1.9262282213808404,2.319524708994715,0.02036660295421274,0.07378529298840501
hsa-mir-1-2_mature,98.51737359646941,2.003361408965772,0.8677815628960923,2.3086010289039214,0.020965730805076476,0.07509758943739257
hsa-mir-141_mature,3.2657821369910556,4.1248445957985576,1.7855711101601244,2.3100981934170375,0.020882718445078528,0.07509758943739257
hsa-let-7f-2_mature,1574.3084075746676,1.8680383850822264,0.8129340217533092,2.297896674386075,0.0215676706205012,0.07681968074942562
hsa-mir-505_mature,239.85656975411783,-1.6233372729980957,0.7097162917153435,-2.2873045073751697,0.022178055589003022,0.07855244270071461
hsa-mir-126_mature,29.134405707410444,-2.3593506414620693,1.0364896452559103,-2.2762896399988093,0.022828679775415445,0.07996344186526737
hsa-mir-6818_mature,2.661021195971029,3.829067371112765,1.6811122563409824,2.2776988012965327,0.02274452921037917,0.07996344186526737
hsa-mir-642a_mature,3.515634029247793,4.230467908849484,1.8824945077248634,2.2472670658478164,0.024622964332781112,0.08577450212628146
hsa-mir-3170_mature,5.434786400832953,3.2504548033047356,1.4489370638934063,2.2433374673779904,0.024875061007174147,0.08617917310682191
hsa-mir-486-1_mature,26.475453993424345,-1.9819146820257578,0.8855780440772583,-2.2379898590313907,0.02522171644571796,0.0864355039274875
hsa-mir-5581_mature,3.668257089939066,4.291296504638249,1.917390174890521,2.238092465913086,0.02521502587265443,0.0864355039274875
hsa-mir-5006_mature,2.0190773226342906,3.4365294251337972,1.5375402140749501,2.2350826298233506,0.0254119245226775,0.08661914057729858
hsa-mir-7973-1_mature,3.0331953858100835,4.022311988741058,1.8124302157435093,2.2192920609034283,0.02646686137972318,0.08973256745852672
hsa-mir-4664_mature,41.32373109942856,-2.0976689736388785,0.9501654242841224,-2.207688177265883,0.02726601755405455,0.09183247231551765
hsa-mir-550a-2_mature,18.66181831400691,-1.9657204325656157,0.8918671214522654,-2.20405078882687,0.027520772460486363,0.09183247231551765
hsa-mir-6780b_mature,2.919231703212911,3.960751054643173,1.79648622948683,2.2047210769740047,0.027473673179308034,0.09183247231551765
hsa-mir-1-1_mature,97.7097520221137,2.0542389108679115,0.9354075039691938,2.196089834805906,0.028085514027771343,0.09274070777920329
hsa-mir-4525_mature,33.92345786741037,-2.4763700404364606,1.1270666797563396,-2.1971814843925888,0.028007487416373326,0.09274070777920329
hsa-mir-7703_mature,3.678570214162352,4.291942949896056,1.9587117766239805,2.191206996924077,0.028436816505098463,0.09341420551415765
hsa-mir-142_mature,20.048524273171967,-3.1561628713403,1.446477332206223,-2.181964971774842,0.02911211802236548,0.09513960219680265
hsa-mir-7973-2_unannotated,3.631022798509725,3.734981792550528,1.7181329136345593,2.1738608014030194,0.029715590653450287,0.0966137665348076
hsa-mir-184_mature,38.58765378116146,2.7880406798257376,1.290273795654743,2.160813223685567,0.03070977016991667,0.09933670554962841
hsa-mir-940_mature,103.38967365698528,-0.9734672967809304,0.4529748198183724,-2.1490538859781605,0.0316301286358292,0.10179442413764322
hsa-mir-616_mature,98.02061573490896,1.2580464203429487,0.5891557981956057,2.135337417022695,0.03273345866021183,0.10481319591199141
hsa-mir-655_mature,4.4171972323521445,4.558990617998688,2.1506647006814217,2.1198053869365165,0.034022460831789676,0.10785120083677327
hsa-mir-6788_mature,24.174629212178928,-2.8226533442739132,1.3313002892053902,-2.1202228882250624,0.03398725307817162,0.10785120083677327
hsa-mir-4762_mature,17.85715734666673,-2.563270767169953,1.2275599061700364,-2.088102384483466,0.036788600013242585,0.11603966372336219
hsa-mir-767_mature,4.312991043111419,4.523916801764989,2.1688185878853825,2.0858899066223184,0.03698859678926914,0.11609292259602295
hsa-mir-29b-1_mature,238.07209586719205,-2.1321976502170585,1.0242089921849722,-2.0817993851707794,0.03736079794847617,0.11668347733662014
